entrezA	entrezB	MIPPIE_score
66445	12391	0.5317553863432598
66445	211651	0.5317553863432598
66445	54401	0.4159054415340088
66445	22627	0.47942033677273754
66445	15495	0.4159054415340088
66445	22631	0.6854347403601881
66445	22273	0.5317553863432598
66445	12288	0.5317553863432598
66445	19045	0.5317553863432598
66445	11964	0.5317553863432598
66445	64242	0.3507458930771186
66445	67003	0.5317553863432598
66445	22272	0.5317553863432598
66445	66576	0.5317553863432598
66445	17711	0.5952702815819886
66445	66694	0.6295579978171412
69253	69253	0.5952702815819886
69253	17716	0.5317553863432598
69253	22627	0.4159054415340088
69253	22330	0.5317553863432598
69253	18073	0.5317553863432598
69253	11651	0.5317553863432598
69253	78920	0.5317553863432598
69253	109711	0.5317553863432598
69253	15481	0.5317553863432598
69253	20742	0.5317553863432598
69253	26416	0.7545144109439211
69253	78830	0.5317553863432598
69253	22352	0.5317553863432598
69253	20740	0.5317553863432598
69253	19349	0.5317553863432598
69253	15530	0.5317553863432598
69253	17938	0.5317553863432598
69253	13382	0.5317553863432598
69253	16773	0.5317553863432598
69253	226519	0.5317553863432598
69253	11740	0.5317553863432598
69253	26926	0.5317553863432598
69253	12261	0.5317553863432598
69253	74143	0.5317553863432598
69253	22272	0.5317553863432598
69253	98878	0.5317553863432598
69253	11776	0.5317553863432598
69253	56282	0.5317553863432598
69253	66576	0.5317553863432598
69253	70456	0.5317553863432598
69253	68653	0.5317553863432598
69253	66046	0.5317553863432598
69253	239017	0.5317553863432598
69253	56428	0.5317553863432598
69253	11958	0.5317553863432598
69253	12908	0.5317553863432598
69253	338350	0.5317553863432598
69253	78038	0.5317553863432598
69253	73095	0.5317553863432598
69253	18673	0.5317553863432598
69253	109731	0.5317553863432598
69253	17721	0.5317553863432598
69253	17719	0.5317553863432598
69253	14151	0.5317553863432598
69253	20463	0.5317553863432598
69253	69875	0.5317553863432598
69253	21924	0.5317553863432598
69253	12491	0.5317553863432598
69253	68337	0.5317553863432598
69253	230075	0.5317553863432598
69253	72039	0.5317553863432598
69253	12895	0.5317553863432598
69253	18293	0.5317553863432598
69253	76916	0.5317553863432598
69253	57279	0.5317553863432598
69253	67264	0.5317553863432598
69253	18115	0.5317553863432598
69253	52637	0.5317553863432598
69253	68197	0.5317553863432598
69253	57435	0.5317553863432598
69253	27425	0.5317553863432598
69253	12896	0.5317553863432598
69253	67900	0.5317553863432598
69253	66495	0.5317553863432598
69253	66218	0.5317553863432598
69253	104130	0.5317553863432598
69253	53375	0.5317553863432598
69253	68316	0.5317553863432598
69253	11992	0.5317553863432598
69253	28295	0.5317553863432598
12391	12391	0.3507458930771186
12391	17716	0.5317553863432598
12391	54401	0.5317553863432598
12391	22627	0.5317553863432598
12391	20191	0.5317553863432598
12391	22330	0.5317553863432598
12391	22631	0.5317553863432598
12391	98660	0.5317553863432598
12391	22273	0.5317553863432598
12391	12288	0.8427572850047658
12391	20648	0.5317553863432598
12391	20656	0.5317553863432598
12391	13405	0.8769329741515093
12391	13138	0.41426078831584734
12391	18073	0.5317553863432598
12391	14694	0.5317553863432598
12391	107765	0.5317553863432598
12391	17868	0.5317553863432598
12391	11931	0.5317553863432598
12391	22333	0.5317553863432598
12391	19247	0.5317553863432598
12391	15510	0.5317553863432598
12391	52538	0.5317553863432598
12391	360013	0.5317553863432598
12391	67300	0.5317553863432598
12391	15516	0.5317553863432598
12391	51792	0.5317553863432598
12391	11555	0.8164556782576167
12391	78920	0.5317553863432598
12391	18597	0.5317553863432598
12391	20779	0.8255016137361062
12391	12389	0.5317553863432598
12391	54130	0.5317553863432598
12391	22138	0.5317553863432598
12391	109711	0.5317553863432598
12391	12334	0.5317553863432598
12391	15481	0.5317553863432598
12391	11806	0.5317553863432598
12391	20742	0.5317553863432598
12391	16905	0.5317553863432598
12391	110135	0.5317553863432598
12391	21825	0.5317553863432598
12391	74006	0.5317553863432598
12391	16337	0.7920158649056475
12391	269523	0.5317553863432598
12391	15519	0.5317553863432598
12391	11674	0.5317553863432598
12391	18655	0.5317553863432598
12391	18746	0.5317553863432598
12391	16573	0.5317553863432598
12391	11938	0.5317553863432598
12391	66945	0.5317553863432598
12391	18674	0.5317553863432598
12391	213539	0.5317553863432598
12391	18810	0.5317553863432598
12391	53817	0.5317553863432598
12391	18754	0.5317553863432598
12391	108058	0.5317553863432598
12391	58226	0.3507458930771186
12391	76846	0.5317553863432598
12391	192113	0.5317553863432598
