entrezA	entrezB	MIPPIE_score
16842	12394	0.3507458930771186
12398	12394	0.5952702815819886
14461	12394	0.7529407830188879
23871	12394	0.41426078831584734
16184	12394	0.4159054415340088
67844	11657	0.5317553863432598
67731	11657	0.5317553863432598
16531	11657	0.9062721802434944
21388	22290	0.5955916407514616
14463	22290	0.3507458930771186
16842	13982	0.7285009696669187
18667	13982	0.8769329741515093
20779	13982	0.6222702117077465
18479	13982	0.8164556782576167
74053	13982	0.8164556782576167
14812	19085	0.5317553863432598
665113	19085	0.7529407830188879
15165	19085	0.7529407830188879
16019	19085	0.5317553863432598
20849	12317	0.5317553863432598
16531	12317	0.8427572850047658
15450	12317	0.5317553863432598
11820	12317	0.9041617647961112
69253	22352	0.5317553863432598
18783	22352	0.5952702815819886
67731	22352	0.5317553863432598
16531	22352	0.9062721802434944
20648	22352	0.5317553863432598
19016	22352	0.5317553863432598
14804	22352	0.5317553863432598
16367	22352	0.5317553863432598
18754	22352	0.8427572850047658
22352	22352	0.8164556782576167
66722	269209	0.7285009696669187
17701	107587	0.5317553863432598
72512	20198	0.5317553863432598
20198	20198	0.9057031380716064
14812	232975	0.5317553863432598
16531	232975	0.7529407830188879
72512	232975	0.5317553863432598
665113	20404	0.7529407830188879
50873	20404	0.8919336041314616
58194	20404	0.5952702815819886
20404	20404	0.8180293061826498
11820	20408	0.4159054415340088
50873	20408	0.5317553863432598
12334	218038	0.3507458930771186
20404	218038	0.5071651062995493
20408	218038	0.4436502110608205
13162	20964	0.3507458930771186
12361	20964	0.5317553863432598
20404	20964	0.5071651062995493
20408	20964	0.4436502110608205
17762	23969	0.8346507759609727
23969	23969	0.9059021412666156
81879	16572	0.5317553863432598
665113	16572	0.7529407830188879
224997	16572	0.7529407830188879
99377	16572	0.5317553863432598
665113	30948	0.7529407830188879
17762	30948	0.7285009696669187
20190	30948	0.3507458930771186
20404	30948	0.5071651062995493
20408	30948	0.4436502110608205
69253	20740	0.5317553863432598
58869	20740	0.7529407830188879
665113	20740	0.7529407830188879
20430	20740	0.7529407830188879
58234	20740	0.8427572850047658
224997	20740	0.8427572850047658
545156	20740	0.7529407830188879
245684	20740	0.7529407830188879
12550	65970	0.5071651062995493
66725	65970	0.5952702815819886
384783	14783	0.5952702815819886
16590	14783	0.8164556782576167
16337	14783	0.9554258126802874
65246	70315	0.5317553863432598
15900	71586	0.5952702815819886
234311	71586	0.7285009696669187
71586	71586	0.5952702815819886
12288	66597	0.6222702117077465
71586	66597	0.5317553863432598
18516	17268	0.7285009696669187
14461	17268	0.5317553863432598
15405	17268	0.8919520574761894
17536	80720	0.5317553863432598
17268	80720	0.5317553863432598
15900	81703	0.5317553863432598
11820	81703	0.5317553863432598
80720	81703	0.5317553863432598
81703	81703	0.8066849668661721
13176	17909	0.7920158649056475
19645	12677	0.7114415855607127
18508	12677	0.5952702815819886
67790	270160	0.5317553863432598
12288	16170	0.8919413401696368
14811	16170	0.9554812381460164
20430	16500	0.7529407830188879
15511	16500	0.5317553863432598
16497	16508	0.3507458930771186
16170	16508	0.5952702815819886
16500	16508	0.3507458930771186
16508	16559	0.8406468695573823
245684	74108	0.7529407830188879
74108	74108	0.6367694790401637
16854	16854	0.8164556782576167
81879	17979	0.5317553863432598
17977	17979	0.5204713888121875
114606	17979	0.5317553863432598
16854	17979	0.7529407830188879
17979	17979	0.8164556782576167
26365	171285	0.7285009696669187
16859	171285	0.8759744654159525
16854	171285	0.3507458930771186
58869	21960	0.7529407830188879
665113	21960	0.7529407830188879
58234	21960	0.7529407830188879
245684	21960	0.7529407830188879
16854	21960	0.3507458930771186
16854	22329	0.5317553863432598
26874	26874	0.5952702815819886
14812	20979	0.5317553863432598
245684	20979	0.7529407830188879
94217	20979	0.5317553863432598
20979	20979	0.5583298054366788
13132	67602	0.5071651062995493
17701	16870	0.41426078831584734
17684	16870	0.41426078831584734
14812	18039	0.5317553863432598
20430	18039	0.7529407830188879
16531	18039	0.8427572850047658
58234	18039	0.8427572850047658
224997	18039	0.8427572850047658
109620	18039	0.5317553863432598
545156	18039	0.7529407830188879
245684	18039	0.7529407830188879
12288	18578	0.3507458930771186
244667	18578	0.41426078831584734
238871	18578	0.3507458930771186
224997	18578	0.8427572850047658
27405	26941	0.467814980072192
13487	26941	0.7920158649056475
22352	12638	0.41426078831584734
13487	12638	0.889016508974835
26941	12638	0.940447869390238
83558	320558	0.7285009696669187
665113	75974	0.7529407830188879
15900	14824	0.5317553863432598
14800	14824	0.5317553863432598
21938	14824	0.5952702815819886
18198	382864	0.41426078831584734
18033	230073	0.5317553863432598
20779	230073	0.5952702815819886
234311	230073	0.7285009696669187
18128	18132	0.3507458930771186
19664	18132	0.7920158649056475
18128	14357	0.41426078831584734
18128	70417	0.3507458930771186
12053	20750	0.5317553863432598
13132	14725	0.6222702117077465
13131	14725	0.8066849668661721
11820	14725	0.41426078831584734
20430	18212	0.7529407830188879
18412	18212	0.5952702815819886
23859	72555	0.3507458930771186
74053	72555	0.3507458930771186
21803	21814	0.4412607184416053
11820	18196	0.3507458930771186
16971	20660	0.3507458930771186
14725	20660	0.3507458930771186
15900	70789	0.5317553863432598
234779	13822	0.5317553863432598
11820	20617	0.5952702815819886
66725	20617	0.5952702815819886
13162	20617	0.9688737119606772
12298	12289	0.5317553863432598
19016	97064	0.3507458930771186
18505	97064	0.7920158649056475
27494	97064	0.5952702815819886
12695	97064	0.5317553863432598
21869	97064	0.41426078831584734
21679	97064	0.5952702815819886
114606	97064	0.5317553863432598
97064	97064	0.7529407830188879
17536	15398	0.5952702815819886
17268	15398	0.8970314960174597
665113	24136	0.7529407830188879
15900	24136	0.5317553863432598
21388	234366	0.5317553863432598
81879	234366	0.7529407830188879
15364	234366	0.4436502110608205
99377	234366	0.5317553863432598
20779	13844	0.7285009696669187
74053	13844	0.8346507759609727
13844	13844	0.7569292548522373
12952	19883	0.5317553863432598
20238	19883	0.8777148418864569
